i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration;Variation ou Taille liste
0;A3205.txt;tabou;32;filltruck;2080;5;865;5;195;100;200
0;A3305.txt;tabou;33;filltruck;1886;5;697;5;102;100;200
0;A3306.txt;tabou;33;filltruck;1593;7;789;6;127;100;200
0;A3405.txt;tabou;34;filltruck;2073;6;941;6;131;100;200
0;A3605.txt;tabou;36;filltruck;1991;5;866;5;159;100;200
0;A3705.txt;tabou;37;filltruck;1593;5;774;5;251;100;200
0;A3706.txt;tabou;37;filltruck;2050;7;1081;7;101;100;200
0;A3805.txt;tabou;38;filltruck;2251;6;750;6;172;100;200
0;A3905.txt;tabou;39;filltruck;2377;6;873;5;218;100;200
0;A3906.txt;tabou;39;filltruck;2385;6;937;6;185;100;200
0;A4406.txt;tabou;44;filltruck;2603;7;1170;6;134;100;200
0;A4506.txt;tabou;45;filltruck;2815;7;1198;7;152;100;200
0;A4507.txt;tabou;45;filltruck;2775;7;1392;7;125;100;200
0;A4607.txt;tabou;46;filltruck;2693;7;1090;7;272;100;200
0;A5307.txt;tabou;53;filltruck;3300;8;1173;8;469;100;200
0;A5407.txt;tabou;54;filltruck;3491;8;1463;7;323;100;200
0;A5509.txt;tabou;55;filltruck;2950;9;1211;9;208;100;200
0;A6009.txt;tabou;60;filltruck;3770;10;1712;9;381;100;200
0;A6109.txt;tabou;61;filltruck;3236;11;1249;10;395;100;200
0;A6208.txt;tabou;62;filltruck;3474;8;1551;8;425;100;200
0;A6310.txt;tabou;63;filltruck;3706;11;1626;10;353;100;200
0;A6409.txt;tabou;64;filltruck;3734;10;1623;10;454;100;200
0;A6509.txt;tabou;65;filltruck;3673;10;1355;10;485;100;200
0;A6909.txt;tabou;69;filltruck;4196;10;1492;9;450;100;200
0;A8010.txt;tabou;80;filltruck;5166;11;2227;10;784;100;200
1;A3205.txt;tabou;32;filltruck;2080;5;865;5;124;100;300
1;A3305.txt;tabou;33;filltruck;1886;5;697;5;113;100;300
1;A3306.txt;tabou;33;filltruck;1593;7;789;6;102;100;300
1;A3405.txt;tabou;34;filltruck;2073;6;941;6;128;100;300
1;A3605.txt;tabou;36;filltruck;1991;5;866;5;125;100;300
1;A3705.txt;tabou;37;filltruck;1593;5;774;5;242;100;300
1;A3706.txt;tabou;37;filltruck;2050;7;1081;7;98;100;300
1;A3805.txt;tabou;38;filltruck;2251;6;750;6;208;100;300
1;A3905.txt;tabou;39;filltruck;2377;6;873;5;150;100;300
1;A3906.txt;tabou;39;filltruck;2385;6;937;6;148;100;300
1;A4406.txt;tabou;44;filltruck;2603;7;1170;6;136;100;300
1;A4506.txt;tabou;45;filltruck;2815;7;1198;7;159;100;300
1;A4507.txt;tabou;45;filltruck;2775;7;1392;7;129;100;300
1;A4607.txt;tabou;46;filltruck;2693;7;1090;7;283;100;300
1;A5307.txt;tabou;53;filltruck;3300;8;1173;8;340;100;300
1;A5407.txt;tabou;54;filltruck;3491;8;1463;7;270;100;300
1;A5509.txt;tabou;55;filltruck;2950;9;1211;9;231;100;300
1;A6009.txt;tabou;60;filltruck;3770;10;1712;9;414;100;300
1;A6109.txt;tabou;61;filltruck;3236;11;1249;10;455;100;300
1;A6208.txt;tabou;62;filltruck;3474;8;1551;8;425;100;300
1;A6310.txt;tabou;63;filltruck;3706;11;1626;10;365;100;300
1;A6409.txt;tabou;64;filltruck;3734;10;1623;10;459;100;300
1;A6509.txt;tabou;65;filltruck;3673;10;1355;10;473;100;300
1;A6909.txt;tabou;69;filltruck;4196;10;1492;9;444;100;300
1;A8010.txt;tabou;80;filltruck;5166;11;2227;10;693;100;300
2;A3205.txt;tabou;32;filltruck;2080;5;865;5;90;100;400
2;A3305.txt;tabou;33;filltruck;1886;5;697;5;87;100;400
2;A3306.txt;tabou;33;filltruck;1593;7;789;6;97;100;400
2;A3405.txt;tabou;34;filltruck;2073;6;941;6;126;100;400
2;A3605.txt;tabou;36;filltruck;1991;5;866;5;130;100;400
2;A3705.txt;tabou;37;filltruck;1593;5;774;5;238;100;400
2;A3706.txt;tabou;37;filltruck;2050;7;1081;7;106;100;400
2;A3805.txt;tabou;38;filltruck;2251;6;750;6;177;100;400
2;A3905.txt;tabou;39;filltruck;2377;6;873;5;148;100;400
2;A3906.txt;tabou;39;filltruck;2385;6;937;6;165;100;400
2;A4406.txt;tabou;44;filltruck;2603;7;1170;6;137;100;400
2;A4506.txt;tabou;45;filltruck;2815;7;1198;7;176;100;400
2;A4507.txt;tabou;45;filltruck;2775;7;1392;7;129;100;400
2;A4607.txt;tabou;46;filltruck;2693;7;1090;7;291;100;400
2;A5307.txt;tabou;53;filltruck;3300;8;1173;8;353;100;400
2;A5407.txt;tabou;54;filltruck;3491;8;1463;7;333;100;400
2;A5509.txt;tabou;55;filltruck;2950;9;1211;9;262;100;400
2;A6009.txt;tabou;60;filltruck;3770;10;1712;9;418;100;400
2;A6109.txt;tabou;61;filltruck;3236;11;1249;10;427;100;400
2;A6208.txt;tabou;62;filltruck;3474;8;1551;8;435;100;400
2;A6310.txt;tabou;63;filltruck;3706;11;1626;10;364;100;400
2;A6409.txt;tabou;64;filltruck;3734;10;1623;10;472;100;400
2;A6509.txt;tabou;65;filltruck;3673;10;1355;10;491;100;400
2;A6909.txt;tabou;69;filltruck;4196;10;1492;9;543;100;400
