i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration;Variation ou Taille liste
0;A3205.txt;recuit;32;filltruck;2080;5;1605;6;8;100;0.8
0;A3305.txt;recuit;33;filltruck;1886;5;1364;6;4;100;0.8
0;A3306.txt;recuit;33;filltruck;1593;7;1205;6;3;100;0.8
0;A3405.txt;recuit;34;filltruck;2073;6;1321;6;4;100;0.8
0;A3605.txt;recuit;36;filltruck;1991;5;1610;6;3;100;0.8
0;A3705.txt;recuit;37;filltruck;1593;5;1400;5;2;100;0.8
0;A3706.txt;recuit;37;filltruck;2050;7;1539;7;2;100;0.8
0;A3805.txt;recuit;38;filltruck;2251;6;1494;6;2;100;0.8
0;A3905.txt;recuit;39;filltruck;2377;6;1572;5;2;100;0.8
0;A3906.txt;recuit;39;filltruck;2385;6;1607;7;3;100;0.8
0;A4406.txt;recuit;44;filltruck;2603;7;1871;7;1;100;0.8
0;A4506.txt;recuit;45;filltruck;2815;7;2153;7;1;100;0.8
0;A4507.txt;recuit;45;filltruck;2775;7;2187;7;1;100;0.8
0;A4607.txt;recuit;46;filltruck;2693;7;2016;7;1;100;0.8
0;A5307.txt;recuit;53;filltruck;3300;8;2461;8;1;100;0.8
0;A5407.txt;recuit;54;filltruck;3491;8;2506;8;2;100;0.8
0;A5509.txt;recuit;55;filltruck;2950;9;2539;10;3;100;0.8
0;A6009.txt;recuit;60;filltruck;3770;10;3155;9;3;100;0.8
0;A6109.txt;recuit;61;filltruck;3236;11;2729;11;2;100;0.8
0;A6208.txt;recuit;62;filltruck;3474;8;2895;9;2;100;0.8
0;A6310.txt;recuit;63;filltruck;3706;11;3079;11;2;100;0.8
0;A6409.txt;recuit;64;filltruck;3734;10;3247;10;2;100;0.8
0;A6509.txt;recuit;65;filltruck;3673;10;3138;10;5;100;0.8
0;A6909.txt;recuit;69;filltruck;4196;10;3351;10;3;100;0.8
