i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration;Variation ou Taille liste
0;A3205.txt;recuit;32;greedy;3740;31;2175;12;9;100;0.5
0;A3305.txt;recuit;33;greedy;2618;32;1698;10;8;100;0.5
0;A3306.txt;recuit;33;greedy;2544;32;1613;12;7;100;0.5
0;A3405.txt;recuit;34;greedy;3155;33;1621;10;5;100;0.5
0;A3605.txt;recuit;36;greedy;3896;35;2244;13;3;100;0.5
0;A3705.txt;recuit;37;greedy;2755;36;1785;14;5;100;0.5
0;A3706.txt;recuit;37;greedy;3812;36;2302;13;4;100;0.5
0;A3805.txt;recuit;38;greedy;3075;37;2018;12;3;100;0.5
0;A3905.txt;recuit;39;greedy;3618;38;2368;16;3;100;0.5
0;A3906.txt;recuit;39;greedy;3489;38;2469;18;4;100;0.5
0;A4406.txt;recuit;44;greedy;4168;43;2632;20;2;100;0.5
0;A4506.txt;recuit;45;greedy;4284;44;2999;22;3;100;0.5
0;A4507.txt;recuit;45;greedy;5114;44;2796;17;2;100;0.5
0;A4607.txt;recuit;46;greedy;4039;45;2870;22;2;100;0.5
0;A5307.txt;recuit;53;greedy;5026;52;3430;21;1;100;0.5
0;A5407.txt;recuit;54;greedy;5774;53;3794;29;2;100;0.5
0;A5509.txt;recuit;55;greedy;4377;54;3444;27;2;100;0.5
0;A6009.txt;recuit;60;greedy;6329;59;4219;28;2;100;0.5
0;A6109.txt;recuit;61;greedy;4470;60;3613;36;4;100;0.5
0;A6208.txt;recuit;62;greedy;7106;61;4994;31;1;100;0.5
0;A6310.txt;recuit;63;greedy;5761;62;3978;29;1;100;0.5
0;A6409.txt;recuit;64;greedy;7632;63;5458;34;1;100;0.5
0;A6509.txt;recuit;65;greedy;5722;64;4403;34;1;100;0.5
0;A6909.txt;recuit;69;greedy;5513;68;4456;37;2;100;0.5
0;A8010.txt;recuit;80;greedy;11153;79;8057;46;2;100;0.5
1;A3205.txt;recuit;32;greedy;3740;31;2058;11;1;100;0.5
1;A3305.txt;recuit;33;greedy;2618;32;1574;12;1;100;0.5
1;A3306.txt;recuit;33;greedy;2544;32;1722;13;1;100;0.5
1;A3405.txt;recuit;34;greedy;3155;33;1846;10;1;100;0.5
1;A3605.txt;recuit;36;greedy;3896;35;2008;12;1;100;0.5
1;A3705.txt;recuit;37;greedy;2755;36;1854;15;1;100;0.5
1;A3706.txt;recuit;37;greedy;3812;36;2444;15;1;100;0.5
1;A3805.txt;recuit;38;greedy;3075;37;2015;13;1;100;0.5
1;A3905.txt;recuit;39;greedy;3618;38;2334;15;1;100;0.5
1;A3906.txt;recuit;39;greedy;3489;38;2248;14;1;100;0.5
1;A4406.txt;recuit;44;greedy;4168;43;2644;17;3;100;0.5
1;A4506.txt;recuit;45;greedy;4284;44;3019;22;1;100;0.5
1;A4507.txt;recuit;45;greedy;5114;44;3117;18;1;100;0.5
1;A4607.txt;recuit;46;greedy;4039;45;2571;19;1;100;0.5
1;A5307.txt;recuit;53;greedy;5026;52;3246;23;1;100;0.5
1;A5407.txt;recuit;54;greedy;5774;53;3687;23;1;100;0.5
1;A5509.txt;recuit;55;greedy;4377;54;3489;30;2;100;0.5
1;A6009.txt;recuit;60;greedy;6329;59;3904;27;2;100;0.5
1;A6109.txt;recuit;61;greedy;4470;60;3346;25;3;100;0.5
1;A6208.txt;recuit;62;greedy;7106;61;4772;29;2;100;0.5
1;A6310.txt;recuit;63;greedy;5761;62;4097;29;1;100;0.5
1;A6409.txt;recuit;64;greedy;7632;63;5007;30;2;100;0.5
1;A6509.txt;recuit;65;greedy;5722;64;4672;38;2;100;0.5
1;A6909.txt;recuit;69;greedy;5513;68;4347;36;2;100;0.5
1;A8010.txt;recuit;80;greedy;11153;79;7965;45;3;100;0.5
2;A3205.txt;recuit;32;greedy;3740;31;2297;12;0;100;0.5
2;A3305.txt;recuit;33;greedy;2618;32;1595;12;1;100;0.5
2;A3306.txt;recuit;33;greedy;2544;32;1529;12;1;100;0.5
2;A3405.txt;recuit;34;greedy;3155;33;1764;11;1;100;0.5
