i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration;Variation ou Taille liste
0;A3205.txt;tabou;32;filltruck;2080;5;930;5;302;200;1
0;A3305.txt;tabou;33;filltruck;1886;5;697;5;165;200;1
0;A3306.txt;tabou;33;filltruck;1593;7;788;6;241;200;1
0;A3405.txt;tabou;34;filltruck;2073;6;888;5;143;200;1
0;A3605.txt;tabou;36;filltruck;1991;5;888;5;217;200;1
0;A3705.txt;tabou;37;filltruck;1593;5;774;5;370;200;1
0;A3706.txt;tabou;37;filltruck;2050;7;1107;7;227;200;1
0;A3805.txt;tabou;38;filltruck;2251;6;840;5;184;200;1
0;A3905.txt;tabou;39;filltruck;2377;6;928;5;247;200;1
0;A3906.txt;tabou;39;filltruck;2385;6;931;6;351;200;1
0;A4406.txt;tabou;44;filltruck;2603;7;1169;6;217;200;1
0;A4506.txt;tabou;45;filltruck;2815;7;1192;7;310;200;1
0;A4507.txt;tabou;45;filltruck;2775;7;1364;7;277;200;1
0;A4607.txt;tabou;46;filltruck;2693;7;979;7;319;200;1
0;A5307.txt;tabou;53;filltruck;3300;8;1216;7;457;200;1
0;A5407.txt;tabou;54;filltruck;3491;8;1440;7;457;200;1
0;A5509.txt;tabou;55;filltruck;2950;9;1171;9;421;200;1
0;A6009.txt;tabou;60;filltruck;3770;10;1656;9;572;200;1
0;A6109.txt;tabou;61;filltruck;3236;11;1244;10;703;200;1
0;A6208.txt;tabou;62;filltruck;3474;8;1561;8;687;200;1
0;A6310.txt;tabou;63;filltruck;3706;11;1531;10;719;200;1
0;A6409.txt;tabou;64;filltruck;3734;10;1658;9;740;200;1
0;A6509.txt;tabou;65;filltruck;3673;10;1444;10;881;200;1
0;A6909.txt;tabou;69;filltruck;4196;10;1538;9;713;200;1
0;A8010.txt;tabou;80;filltruck;5166;11;2104;10;1198;200;1
1;A3205.txt;tabou;32;filltruck;2080;5;835;5;191;200;2
1;A3305.txt;tabou;33;filltruck;1886;5;759;5;146;200;2
1;A3306.txt;tabou;33;filltruck;1593;7;788;6;174;200;2
1;A3405.txt;tabou;34;filltruck;2073;6;853;6;233;200;2
1;A3605.txt;tabou;36;filltruck;1991;5;907;5;211;200;2
1;A3705.txt;tabou;37;filltruck;1593;5;774;5;315;200;2
1;A3706.txt;tabou;37;filltruck;2050;7;1031;7;271;200;2
1;A3805.txt;tabou;38;filltruck;2251;6;817;6;280;200;2
1;A3905.txt;tabou;39;filltruck;2377;6;996;5;197;200;2
1;A3906.txt;tabou;39;filltruck;2385;6;986;6;293;200;2
1;A4406.txt;tabou;44;filltruck;2603;7;1273;6;224;200;2
1;A4506.txt;tabou;45;filltruck;2815;7;1147;7;332;200;2
1;A4507.txt;tabou;45;filltruck;2775;7;1340;7;290;200;2
1;A4607.txt;tabou;46;filltruck;2693;7;1011;7;329;200;2
1;A5307.txt;tabou;53;filltruck;3300;8;1121;8;671;200;2
1;A5407.txt;tabou;54;filltruck;3491;8;1401;7;501;200;2
1;A5509.txt;tabou;55;filltruck;2950;9;1186;9;416;200;2
1;A6009.txt;tabou;60;filltruck;3770;10;1716;9;682;200;2
1;A6109.txt;tabou;61;filltruck;3236;11;1196;10;820;200;2
1;A6208.txt;tabou;62;filltruck;3474;8;1497;8;781;200;2
1;A6310.txt;tabou;63;filltruck;3706;11;1489;10;707;200;2
1;A6409.txt;tabou;64;filltruck;3734;10;1641;9;763;200;2
1;A6509.txt;tabou;65;filltruck;3673;10;1585;10;880;200;2
1;A6909.txt;tabou;69;filltruck;4196;10;1504;9;843;200;2
1;A8010.txt;tabou;80;filltruck;5166;11;2074;10;1251;200;2
2;A3205.txt;tabou;32;filltruck;2080;5;886;5;150;200;3
2;A3305.txt;tabou;33;filltruck;1886;5;671;5;147;200;3
2;A3306.txt;tabou;33;filltruck;1593;7;788;6;179;200;3
2;A3405.txt;tabou;34;filltruck;2073;6;934;5;153;200;3
2;A3605.txt;tabou;36;filltruck;1991;5;967;5;208;200;3
2;A3705.txt;tabou;37;filltruck;1593;5;774;5;322;200;3
2;A3706.txt;tabou;37;filltruck;2050;7;1049;7;181;200;3
2;A3805.txt;tabou;38;filltruck;2251;6;830;6;343;200;3
2;A3905.txt;tabou;39;filltruck;2377;6;841;6;256;200;3
2;A3906.txt;tabou;39;filltruck;2385;6;916;6;274;200;3
2;A4406.txt;tabou;44;filltruck;2603;7;1103;6;223;200;3
2;A4506.txt;tabou;45;filltruck;2815;7;1214;7;327;200;3
2;A4507.txt;tabou;45;filltruck;2775;7;1320;7;273;200;3
2;A4607.txt;tabou;46;filltruck;2693;7;1111;7;434;200;3
2;A5307.txt;tabou;53;filltruck;3300;8;1334;7;515;200;3
2;A5407.txt;tabou;54;filltruck;3491;8;1432;7;483;200;3
2;A5509.txt;tabou;55;filltruck;2950;9;1208;9;418;200;3
2;A6009.txt;tabou;60;filltruck;3770;10;1581;9;738;200;3
2;A6109.txt;tabou;61;filltruck;3236;11;1214;10;769;200;3
2;A6208.txt;tabou;62;filltruck;3474;8;1670;8;649;200;3
2;A6310.txt;tabou;63;filltruck;3706;11;1589;10;653;200;3
2;A6409.txt;tabou;64;filltruck;3734;10;1614;9;814;200;3
2;A6509.txt;tabou;65;filltruck;3673;10;1345;10;776;200;3
2;A6909.txt;tabou;69;filltruck;4196;10;1515;9;898;200;3
2;A8010.txt;tabou;80;filltruck;5166;11;2134;10;1147;200;3
3;A3205.txt;tabou;32;filltruck;2080;5;930;5;217;200;4
3;A3305.txt;tabou;33;filltruck;1886;5;776;5;130;200;4
3;A3306.txt;tabou;33;filltruck;1593;7;788;6;189;200;4
3;A3405.txt;tabou;34;filltruck;2073;6;862;5;160;200;4
3;A3605.txt;tabou;36;filltruck;1991;5;994;5;219;200;4
3;A3705.txt;tabou;37;filltruck;1593;5;774;5;334;200;4
3;A3706.txt;tabou;37;filltruck;2050;7;1087;7;227;200;4
3;A3805.txt;tabou;38;filltruck;2251;6;833;6;265;200;4
3;A3905.txt;tabou;39;filltruck;2377;6;1011;5;228;200;4
3;A3906.txt;tabou;39;filltruck;2385;6;909;6;271;200;4
3;A4406.txt;tabou;44;filltruck;2603;7;1267;6;248;200;4
3;A4506.txt;tabou;45;filltruck;2815;7;1192;7;337;200;4
3;A4507.txt;tabou;45;filltruck;2775;7;1344;7;235;200;4
3;A4607.txt;tabou;46;filltruck;2693;7;1085;7;356;200;4
3;A5307.txt;tabou;53;filltruck;3300;8;1273;7;415;200;4
3;A5407.txt;tabou;54;filltruck;3491;8;1338;7;520;200;4
3;A5509.txt;tabou;55;filltruck;2950;9;1189;9;409;200;4
3;A6009.txt;tabou;60;filltruck;3770;10;1609;9;606;200;4
3;A6109.txt;tabou;61;filltruck;3236;11;1271;10;779;200;4
3;A6208.txt;tabou;62;filltruck;3474;8;1579;8;823;200;4
3;A6310.txt;tabou;63;filltruck;3706;11;1521;10;718;200;4
3;A6409.txt;tabou;64;filltruck;3734;10;1562;10;890;200;4
3;A6509.txt;tabou;65;filltruck;3673;10;1561;10;995;200;4
3;A6909.txt;tabou;69;filltruck;4196;10;1473;9;769;200;4
3;A8010.txt;tabou;80;filltruck;5166;11;2119;10;1222;200;4
4;A3205.txt;tabou;32;filltruck;2080;5;914;5;177;200;5
4;A3305.txt;tabou;33;filltruck;1886;5;747;5;139;200;5
4;A3306.txt;tabou;33;filltruck;1593;7;788;6;195;200;5
4;A3405.txt;tabou;34;filltruck;2073;6;869;5;186;200;5
4;A3605.txt;tabou;36;filltruck;1991;5;948;5;251;200;5
4;A3705.txt;tabou;37;filltruck;1593;5;774;5;350;200;5
4;A3706.txt;tabou;37;filltruck;2050;7;1087;7;234;200;5
4;A3805.txt;tabou;38;filltruck;2251;6;780;6;288;200;5
4;A3905.txt;tabou;39;filltruck;2377;6;845;5;263;200;5
4;A3906.txt;tabou;39;filltruck;2385;6;986;6;334;200;5
4;A4406.txt;tabou;44;filltruck;2603;7;1175;6;250;200;5
4;A4506.txt;tabou;45;filltruck;2815;7;1061;7;336;200;5
4;A4507.txt;tabou;45;filltruck;2775;7;1297;7;320;200;5
4;A4607.txt;tabou;46;filltruck;2693;7;1023;7;395;200;5
4;A5307.txt;tabou;53;filltruck;3300;8;1070;7;577;200;5
4;A5407.txt;tabou;54;filltruck;3491;8;1485;7;485;200;5
4;A5509.txt;tabou;55;filltruck;2950;9;1295;9;443;200;5
4;A6009.txt;tabou;60;filltruck;3770;10;1650;9;740;200;5
4;A6109.txt;tabou;61;filltruck;3236;11;1314;10;730;200;5
4;A6208.txt;tabou;62;filltruck;3474;8;1534;8;633;200;5
4;A6310.txt;tabou;63;filltruck;3706;11;1488;10;744;200;5
4;A6409.txt;tabou;64;filltruck;3734;10;1619;9;843;200;5
4;A6509.txt;tabou;65;filltruck;3673;10;1568;10;917;200;5
4;A6909.txt;tabou;69;filltruck;4196;10;1453;9;911;200;5
4;A8010.txt;tabou;80;filltruck;5166;11;2065;10;1264;200;5
5;A3205.txt;tabou;32;filltruck;2080;5;865;5;165;200;6
5;A3305.txt;tabou;33;filltruck;1886;5;776;5;127;200;6
5;A3306.txt;tabou;33;filltruck;1593;7;788;6;198;200;6
5;A3405.txt;tabou;34;filltruck;2073;6;862;5;165;200;6
5;A3605.txt;tabou;36;filltruck;1991;5;961;5;219;200;6
5;A3705.txt;tabou;37;filltruck;1593;5;774;5;363;200;6
5;A3706.txt;tabou;37;filltruck;2050;7;1111;7;235;200;6
5;A3805.txt;tabou;38;filltruck;2251;6;853;5;186;200;6
5;A3905.txt;tabou;39;filltruck;2377;6;909;5;234;200;6
5;A3906.txt;tabou;39;filltruck;2385;6;936;6;303;200;6
5;A4406.txt;tabou;44;filltruck;2603;7;1169;6;237;200;6
5;A4506.txt;tabou;45;filltruck;2815;7;1050;7;345;200;6
5;A4507.txt;tabou;45;filltruck;2775;7;1348;7;317;200;6
5;A4607.txt;tabou;46;filltruck;2693;7;1023;7;408;200;6
