i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration;Variation ou Taille liste
0;A3205.txt;recuit;32;filltruck;2080;5;1437;5;10;100;0.6
0;A3305.txt;recuit;33;filltruck;1886;5;1191;5;4;100;0.6
0;A3306.txt;recuit;33;filltruck;1593;7;1325;7;7;100;0.6
0;A3405.txt;recuit;34;filltruck;2073;6;1422;6;2;100;0.6
0;A3605.txt;recuit;36;filltruck;1991;5;1369;5;2;100;0.6
0;A3705.txt;recuit;37;filltruck;1593;5;1230;5;3;100;0.6
0;A3706.txt;recuit;37;filltruck;2050;7;1537;7;3;100;0.6
0;A3805.txt;recuit;38;filltruck;2251;6;1517;6;1;100;0.6
0;A3905.txt;recuit;39;filltruck;2377;6;1625;6;1;100;0.6
0;A3906.txt;recuit;39;filltruck;2385;6;1740;6;2;100;0.6
0;A4406.txt;recuit;44;filltruck;2603;7;1739;7;3;100;0.6
0;A4506.txt;recuit;45;filltruck;2815;7;2029;7;2;100;0.6
0;A4507.txt;recuit;45;filltruck;2775;7;1999;8;2;100;0.6
0;A4607.txt;recuit;46;filltruck;2693;7;2071;7;3;100;0.6
0;A5307.txt;recuit;53;filltruck;3300;8;2377;8;2;100;0.6
0;A5407.txt;recuit;54;filltruck;3491;8;2479;8;1;100;0.6
0;A5509.txt;recuit;55;filltruck;2950;9;2219;10;2;100;0.6
0;A6009.txt;recuit;60;filltruck;3770;10;2825;9;2;100;0.6
0;A6109.txt;recuit;61;filltruck;3236;11;2633;11;1;100;0.6
0;A6208.txt;recuit;62;filltruck;3474;8;3039;9;1;100;0.6
0;A6310.txt;recuit;63;filltruck;3706;11;2936;11;3;100;0.6
0;A6409.txt;recuit;64;filltruck;3734;10;3025;10;3;100;0.6
0;A6509.txt;recuit;65;filltruck;3673;10;3134;10;3;100;0.6
0;A6909.txt;recuit;69;filltruck;4196;10;3307;10;2;100;0.6
0;A8010.txt;recuit;80;filltruck;5166;11;4168;11;2;100;0.6
1;A3205.txt;recuit;32;filltruck;2080;5;1485;5;1;100;0.6
1;A3305.txt;recuit;33;filltruck;1886;5;1059;5;3;100;0.6
1;A3306.txt;recuit;33;filltruck;1593;7;1301;7;2;100;0.6
1;A3405.txt;recuit;34;filltruck;2073;6;1495;6;1;100;0.6
1;A3605.txt;recuit;36;filltruck;1991;5;1458;6;1;100;0.6
1;A3705.txt;recuit;37;filltruck;1593;5;1248;5;1;100;0.6
1;A3706.txt;recuit;37;filltruck;2050;7;1511;7;1;100;0.6
1;A3805.txt;recuit;38;filltruck;2251;6;1520;6;1;100;0.6
1;A3905.txt;recuit;39;filltruck;2377;6;1483;6;2;100;0.6
1;A3906.txt;recuit;39;filltruck;2385;6;1830;7;2;100;0.6
1;A4406.txt;recuit;44;filltruck;2603;7;1892;7;2;100;0.6
1;A4506.txt;recuit;45;filltruck;2815;7;2219;7;1;100;0.6
1;A4507.txt;recuit;45;filltruck;2775;7;1949;7;1;100;0.6
1;A4607.txt;recuit;46;filltruck;2693;7;2093;7;2;100;0.6
1;A5307.txt;recuit;53;filltruck;3300;8;2222;8;1;100;0.6
1;A5407.txt;recuit;54;filltruck;3491;8;2397;8;1;100;0.6
1;A5509.txt;recuit;55;filltruck;2950;9;2418;10;1;100;0.6
1;A6009.txt;recuit;60;filltruck;3770;10;2964;10;2;100;0.6
1;A6109.txt;recuit;61;filltruck;3236;11;2352;10;2;100;0.6
1;A6208.txt;recuit;62;filltruck;3474;8;3052;9;10;100;0.6
1;A6310.txt;recuit;63;filltruck;3706;11;3061;11;1;100;0.6
1;A6409.txt;recuit;64;filltruck;3734;10;3088;10;3;100;0.6
1;A6509.txt;recuit;65;filltruck;3673;10;2908;10;2;100;0.6
1;A6909.txt;recuit;69;filltruck;4196;10;3296;10;1;100;0.6
1;A8010.txt;recuit;80;filltruck;5166;11;4339;11;1;100;0.6
2;A3205.txt;recuit;32;filltruck;2080;5;1444;5;0;100;0.6
2;A3305.txt;recuit;33;filltruck;1886;5;1462;6;0;100;0.6
2;A3306.txt;recuit;33;filltruck;1593;7;1156;7;1;100;0.6
2;A3405.txt;recuit;34;filltruck;2073;6;1310;6;1;100;0.6
2;A3605.txt;recuit;36;filltruck;1991;5;1378;5;1;100;0.6
2;A3705.txt;recuit;37;filltruck;1593;5;1202;5;1;100;0.6
2;A3706.txt;recuit;37;filltruck;2050;7;1446;7;2;100;0.6
2;A3805.txt;recuit;38;filltruck;2251;6;1546;6;1;100;0.6
2;A3905.txt;recuit;39;filltruck;2377;6;1541;5;1;100;0.6
2;A3906.txt;recuit;39;filltruck;2385;6;1649;6;1;100;0.6
2;A4406.txt;recuit;44;filltruck;2603;7;1982;7;1;100;0.6
2;A4506.txt;recuit;45;filltruck;2815;7;2118;7;2;100;0.6
2;A4507.txt;recuit;45;filltruck;2775;7;1927;7;1;100;0.6
2;A4607.txt;recuit;46;filltruck;2693;7;1809;7;1;100;0.6
2;A5307.txt;recuit;53;filltruck;3300;8;2288;8;1;100;0.6
2;A5407.txt;recuit;54;filltruck;3491;8;2544;8;2;100;0.6
2;A5509.txt;recuit;55;filltruck;2950;9;2468;10;1;100;0.6
2;A6009.txt;recuit;60;filltruck;3770;10;2952;9;2;100;0.6
2;A6109.txt;recuit;61;filltruck;3236;11;2318;10;2;100;0.6
2;A6208.txt;recuit;62;filltruck;3474;8;2891;8;1;100;0.6
2;A6310.txt;recuit;63;filltruck;3706;11;2790;11;1;100;0.6
2;A6409.txt;recuit;64;filltruck;3734;10;3004;10;2;100;0.6
2;A6509.txt;recuit;65;filltruck;3673;10;2781;10;2;100;0.6
2;A6909.txt;recuit;69;filltruck;4196;10;3300;10;4;100;0.6
2;A8010.txt;recuit;80;filltruck;5166;11;4093;11;2;100;0.6
3;A3205.txt;recuit;32;filltruck;2080;5;1508;5;1;100;0.6
3;A3305.txt;recuit;33;filltruck;1886;5;1225;5;1;100;0.6
3;A3306.txt;recuit;33;filltruck;1593;7;1189;6;1;100;0.6
3;A3405.txt;recuit;34;filltruck;2073;6;1265;5;1;100;0.6
3;A3605.txt;recuit;36;filltruck;1991;5;1583;5;1;100;0.6
3;A3705.txt;recuit;37;filltruck;1593;5;1340;5;1;100;0.6
3;A3706.txt;recuit;37;filltruck;2050;7;1692;7;1;100;0.6
3;A3805.txt;recuit;38;filltruck;2251;6;1457;6;1;100;0.6
3;A3905.txt;recuit;39;filltruck;2377;6;1596;6;0;100;0.6
3;A3906.txt;recuit;39;filltruck;2385;6;1654;7;0;100;0.6
3;A4406.txt;recuit;44;filltruck;2603;7;1789;7;0;100;0.6
3;A4506.txt;recuit;45;filltruck;2815;7;1893;7;1;100;0.6
3;A4507.txt;recuit;45;filltruck;2775;7;1909;7;1;100;0.6
3;A4607.txt;recuit;46;filltruck;2693;7;1953;7;1;100;0.6
3;A5307.txt;recuit;53;filltruck;3300;8;2263;8;1;100;0.6
3;A5407.txt;recuit;54;filltruck;3491;8;2667;8;1;100;0.6
3;A5509.txt;recuit;55;filltruck;2950;9;2233;10;0;100;0.6
3;A6009.txt;recuit;60;filltruck;3770;10;2905;10;1;100;0.6
3;A6109.txt;recuit;61;filltruck;3236;11;2427;11;2;100;0.6
3;A6208.txt;recuit;62;filltruck;3474;8;3098;9;1;100;0.6
3;A6310.txt;recuit;63;filltruck;3706;11;2909;11;0;100;0.6
3;A6409.txt;recuit;64;filltruck;3734;10;3012;10;1;100;0.6
3;A6509.txt;recuit;65;filltruck;3673;10;2968;10;1;100;0.6
3;A6909.txt;recuit;69;filltruck;4196;10;3178;10;1;100;0.6
3;A8010.txt;recuit;80;filltruck;5166;11;4173;11;1;100;0.6
4;A3205.txt;recuit;32;filltruck;2080;5;1562;5;0;100;0.6
