i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration;Variation ou Taille liste
0;A3205.txt;recuit;32;filltruck;2080;5;962;5;354;100000;0.99
0;A3305.txt;recuit;33;filltruck;1886;5;820;5;191;100000;0.99
0;A3306.txt;recuit;33;filltruck;1593;7;915;6;171;100000;0.99
0;A3405.txt;recuit;34;filltruck;2073;6;859;5;143;100000;0.99
0;A3605.txt;recuit;36;filltruck;1991;5;947;5;149;100000;0.99
0;A3705.txt;recuit;37;filltruck;1593;5;811;5;160;100000;0.99
0;A3706.txt;recuit;37;filltruck;2050;7;1165;6;168;100000;0.99
0;A3805.txt;recuit;38;filltruck;2251;6;784;5;148;100000;0.99
0;A3905.txt;recuit;39;filltruck;2377;6;1092;5;158;100000;0.99
0;A3906.txt;recuit;39;filltruck;2385;6;990;6;159;100000;0.99
0;A4406.txt;recuit;44;filltruck;2603;7;1120;7;205;100000;0.99
0;A4506.txt;recuit;45;filltruck;2815;7;1144;7;180;100000;0.99
0;A4507.txt;recuit;45;filltruck;2775;7;1395;7;181;100000;0.99
0;A4607.txt;recuit;46;filltruck;2693;7;1045;7;183;100000;0.99
0;A5307.txt;recuit;53;filltruck;3300;8;1144;8;223;100000;0.99
0;A5407.txt;recuit;54;filltruck;3491;8;1360;8;205;100000;0.99
0;A5509.txt;recuit;55;filltruck;2950;9;1396;9;209;100000;0.99
0;A6009.txt;recuit;60;filltruck;3770;10;1606;9;219;100000;0.99
0;A6109.txt;recuit;61;filltruck;3236;11;1169;10;232;100000;0.99
0;A6208.txt;recuit;62;filltruck;3474;8;1527;8;226;100000;0.99
0;A6310.txt;recuit;63;filltruck;3706;11;1443;10;235;100000;0.99
0;A6409.txt;recuit;64;filltruck;3734;10;1679;9;241;100000;0.99
0;A6509.txt;recuit;65;filltruck;3673;10;1356;10;240;100000;0.99
0;A6909.txt;recuit;69;filltruck;4196;10;1484;9;238;100000;0.99
0;A8010.txt;recuit;80;filltruck;5166;11;2139;10;266;100000;0.99
1;A3205.txt;recuit;32;filltruck;2080;5;1011;5;135;100000;0.99
1;A3305.txt;recuit;33;filltruck;1886;5;843;5;139;100000;0.99
1;A3306.txt;recuit;33;filltruck;1593;7;879;7;148;100000;0.99
1;A3405.txt;recuit;34;filltruck;2073;6;964;5;151;100000;0.99
1;A3605.txt;recuit;36;filltruck;1991;5;903;5;170;100000;0.99
1;A3705.txt;recuit;37;filltruck;1593;5;763;5;172;100000;0.99
1;A3706.txt;recuit;37;filltruck;2050;7;1127;6;171;100000;0.99
1;A3805.txt;recuit;38;filltruck;2251;6;832;6;162;100000;0.99
1;A3905.txt;recuit;39;filltruck;2377;6;1026;5;154;100000;0.99
1;A3906.txt;recuit;39;filltruck;2385;6;1027;6;160;100000;0.99
1;A4406.txt;recuit;44;filltruck;2603;7;1074;6;214;100000;0.99
1;A4506.txt;recuit;45;filltruck;2815;7;1153;7;197;100000;0.99
1;A4507.txt;recuit;45;filltruck;2775;7;1465;7;172;100000;0.99
1;A4607.txt;recuit;46;filltruck;2693;7;956;7;175;100000;0.99
1;A5307.txt;recuit;53;filltruck;3300;8;1077;7;194;100000;0.99
1;A5407.txt;recuit;54;filltruck;3491;8;1477;7;191;100000;0.99
1;A5509.txt;recuit;55;filltruck;2950;9;1494;10;216;100000;0.99
1;A6009.txt;recuit;60;filltruck;3770;10;1619;9;221;100000;0.99
1;A6109.txt;recuit;61;filltruck;3236;11;1295;10;226;100000;0.99
1;A6208.txt;recuit;62;filltruck;3474;8;1492;8;208;100000;0.99
1;A6310.txt;recuit;63;filltruck;3706;11;1626;10;222;100000;0.99
1;A6409.txt;recuit;64;filltruck;3734;10;1680;9;225;100000;0.99
1;A6509.txt;recuit;65;filltruck;3673;10;1567;10;237;100000;0.99
1;A6909.txt;recuit;69;filltruck;4196;10;1405;9;238;100000;0.99
1;A8010.txt;recuit;80;filltruck;5166;11;2203;10;271;100000;0.99
2;A3205.txt;recuit;32;filltruck;2080;5;949;5;149;100000;0.99
2;A3305.txt;recuit;33;filltruck;1886;5;695;5;144;100000;0.99
2;A3306.txt;recuit;33;filltruck;1593;7;781;6;151;100000;0.99
2;A3405.txt;recuit;34;filltruck;2073;6;915;5;146;100000;0.99
2;A3605.txt;recuit;36;filltruck;1991;5;1031;5;147;100000;0.99
2;A3705.txt;recuit;37;filltruck;1593;5;887;5;146;100000;0.99
2;A3706.txt;recuit;37;filltruck;2050;7;1211;6;160;100000;0.99
2;A3805.txt;recuit;38;filltruck;2251;6;1040;6;155;100000;0.99
2;A3905.txt;recuit;39;filltruck;2377;6;969;5;151;100000;0.99
2;A3906.txt;recuit;39;filltruck;2385;6;1001;7;161;100000;0.99
2;A4406.txt;recuit;44;filltruck;2603;7;1105;6;171;100000;0.99
2;A4506.txt;recuit;45;filltruck;2815;7;1136;7;176;100000;0.99
2;A4507.txt;recuit;45;filltruck;2775;7;1262;7;222;100000;0.99
