i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration;Variation ou Taille liste
0;A3205.txt;tabou;32;filltruck;2080;5;938;5;182;100;1
0;A3305.txt;tabou;33;filltruck;1886;5;691;5;104;100;1
0;A3306.txt;tabou;33;filltruck;1593;7;788;6;101;100;1
0;A3405.txt;tabou;34;filltruck;2073;6;830;5;84;100;1
0;A3605.txt;tabou;36;filltruck;1991;5;971;5;116;100;1
0;A3705.txt;tabou;37;filltruck;1593;5;774;5;150;100;1
0;A3706.txt;tabou;37;filltruck;2050;7;1111;7;104;100;1
0;A3805.txt;tabou;38;filltruck;2251;6;818;6;164;100;1
0;A3905.txt;tabou;39;filltruck;2377;6;965;5;116;100;1
0;A3906.txt;tabou;39;filltruck;2385;6;1118;6;120;100;1
0;A4406.txt;tabou;44;filltruck;2603;7;1267;6;108;100;1
0;A4506.txt;tabou;45;filltruck;2815;7;1192;7;156;100;1
0;A4507.txt;tabou;45;filltruck;2775;7;1297;7;128;100;1
0;A4607.txt;tabou;46;filltruck;2693;7;1082;7;188;100;1
0;A5307.txt;tabou;53;filltruck;3300;8;1129;8;389;100;1
0;A5407.txt;tabou;54;filltruck;3491;8;1396;8;443;100;1
0;A5509.txt;tabou;55;filltruck;2950;9;1317;9;229;100;1
0;A6009.txt;tabou;60;filltruck;3770;10;1672;9;305;100;1
0;A6109.txt;tabou;61;filltruck;3236;11;1167;10;366;100;1
0;A6208.txt;tabou;62;filltruck;3474;8;1534;8;408;100;1
0;A6310.txt;tabou;63;filltruck;3706;11;1552;10;326;100;1
0;A6409.txt;tabou;64;filltruck;3734;10;1605;9;393;100;1
0;A6509.txt;tabou;65;filltruck;3673;10;1507;10;438;100;1
0;A6909.txt;tabou;69;filltruck;4196;10;1492;9;361;100;1
0;A8010.txt;tabou;80;filltruck;5166;11;2159;10;537;100;1
1;A3205.txt;tabou;32;filltruck;2080;5;873;5;87;100;2
1;A3305.txt;tabou;33;filltruck;1886;5;777;5;79;100;2
1;A3306.txt;tabou;33;filltruck;1593;7;788;6;88;100;2
1;A3405.txt;tabou;34;filltruck;2073;6;869;5;81;100;2
1;A3605.txt;tabou;36;filltruck;1991;5;967;5;104;100;2
1;A3705.txt;tabou;37;filltruck;1593;5;774;5;145;100;2
1;A3706.txt;tabou;37;filltruck;2050;7;1119;7;104;100;2
1;A3805.txt;tabou;38;filltruck;2251;6;779;6;136;100;2
1;A3905.txt;tabou;39;filltruck;2377;6;917;5;123;100;2
1;A3906.txt;tabou;39;filltruck;2385;6;1118;6;117;100;2
1;A4406.txt;tabou;44;filltruck;2603;7;1259;6;113;100;2
1;A4506.txt;tabou;45;filltruck;2815;7;1192;7;154;100;2
1;A4507.txt;tabou;45;filltruck;2775;7;1284;7;138;100;2
1;A4607.txt;tabou;46;filltruck;2693;7;1102;7;200;100;2
