i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;greedy;3740;31;885;5;3542;10000;100;0.5;50
0;A3305.txt;genetic;33;greedy;2618;32;718;5;2778;10000;100;0.5;50
0;A3306.txt;genetic;33;greedy;2544;32;776;6;2923;10000;100;0.5;50
0;A3405.txt;genetic;34;greedy;3155;33;853;5;2865;10000;100;0.5;50
0;A3605.txt;genetic;36;greedy;3896;35;848;5;2919;10000;100;0.5;50
0;A3705.txt;genetic;37;greedy;2755;36;778;5;2916;10000;100;0.5;50
0;A3706.txt;genetic;37;greedy;3812;36;978;6;3149;10000;100;0.5;50
0;A3805.txt;genetic;38;greedy;3075;37;948;5;3081;10000;100;0.5;50
0;A3905.txt;genetic;39;greedy;3618;38;968;5;3111;10000;100;0.5;50
0;A3906.txt;genetic;39;greedy;3489;38;901;6;3163;10000;100;0.5;50
0;A4406.txt;genetic;44;greedy;4168;43;1103;6;3329;10000;100;0.5;50
0;A4506.txt;genetic;45;greedy;4284;44;1085;7;3438;10000;100;0.5;50
0;A4507.txt;genetic;45;greedy;5114;44;1269;7;3479;10000;100;0.5;50
0;A4607.txt;genetic;46;greedy;4039;45;988;7;3490;10000;100;0.5;50
0;A5307.txt;genetic;53;greedy;5026;52;1175;8;3893;10000;100;0.5;50
0;A5407.txt;genetic;54;greedy;5774;53;1328;7;3875;10000;100;0.5;50
0;A5509.txt;genetic;55;greedy;4377;54;1277;10;4163;10000;100;0.5;50
0;A6009.txt;genetic;60;greedy;6329;59;1523;9;4244;10000;100;0.5;50
0;A6109.txt;genetic;61;greedy;4470;60;1240;10;4348;10000;100;0.5;50
0;A6208.txt;genetic;62;greedy;7106;61;1467;8;4269;10000;100;0.5;50
0;A6310.txt;genetic;63;greedy;5761;62;1550;10;4506;10000;100;0.5;50
0;A6409.txt;genetic;64;greedy;7632;63;1594;9;4413;10000;100;0.5;50
0;A6509.txt;genetic;65;greedy;5722;64;1309;10;4551;10000;100;0.5;50
0;A6909.txt;genetic;69;greedy;5513;68;1421;9;4627;10000;100;0.5;50
0;A8010.txt;genetic;80;greedy;11153;79;2073;10;5200;10000;100;0.5;50
1;A3205.txt;genetic;32;greedy;3740;31;831;5;2733;10000;100;0.5;50
1;A3305.txt;genetic;33;greedy;2618;32;684;5;2830;10000;100;0.5;50
1;A3306.txt;genetic;33;greedy;2544;32;746;6;2893;10000;100;0.5;50
1;A3405.txt;genetic;34;greedy;3155;33;840;5;2909;10000;100;0.5;50
1;A3605.txt;genetic;36;greedy;3896;35;852;5;2959;10000;100;0.5;50
1;A3705.txt;genetic;37;greedy;2755;36;749;5;2968;10000;100;0.5;50
1;A3706.txt;genetic;37;greedy;3812;36;1001;6;3061;10000;100;0.5;50
1;A3805.txt;genetic;38;greedy;3075;37;846;6;3074;10000;100;0.5;50
1;A3905.txt;genetic;39;greedy;3618;38;981;5;3093;10000;100;0.5;50
1;A3906.txt;genetic;39;greedy;3489;38;863;6;3168;10000;100;0.5;50
1;A4406.txt;genetic;44;greedy;4168;43;1154;6;3330;10000;100;0.5;50
1;A4506.txt;genetic;45;greedy;4284;44;1024;7;3455;10000;100;0.5;50
1;A4507.txt;genetic;45;greedy;5114;44;1282;7;3483;10000;100;0.5;50
