i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;greedy;3740;31;925;5;4831;10000;100;0.5;30
0;A3305.txt;genetic;33;greedy;2618;32;663;5;3790;10000;100;0.5;30
0;A3306.txt;genetic;33;greedy;2544;32;789;6;4124;10000;100;0.5;30
0;A3405.txt;genetic;34;greedy;3155;33;791;5;4054;10000;100;0.5;30
0;A3605.txt;genetic;36;greedy;3896;35;872;5;3781;10000;100;0.5;30
0;A3705.txt;genetic;37;greedy;2755;36;773;5;3711;10000;100;0.5;30
0;A3706.txt;genetic;37;greedy;3812;36;1003;7;4040;10000;100;0.5;30
0;A3805.txt;genetic;38;greedy;3075;37;872;5;3890;10000;100;0.5;30
0;A3905.txt;genetic;39;greedy;3618;38;893;5;3959;10000;100;0.5;30
0;A3906.txt;genetic;39;greedy;3489;38;902;6;4031;10000;100;0.5;30
0;A4406.txt;genetic;44;greedy;4168;43;1053;6;4252;10000;100;0.5;30
0;A4506.txt;genetic;45;greedy;4284;44;990;7;4410;10000;100;0.5;30
0;A4507.txt;genetic;45;greedy;5114;44;1185;7;4442;10000;100;0.5;30
0;A4607.txt;genetic;46;greedy;4039;45;1188;7;4432;10000;100;0.5;30
0;A5307.txt;genetic;53;greedy;5026;52;1171;7;4914;10000;100;0.5;30
0;A5407.txt;genetic;54;greedy;5774;53;1366;7;5024;10000;100;0.5;30
0;A5509.txt;genetic;55;greedy;4377;54;1219;9;5234;10000;100;0.5;30
0;A6009.txt;genetic;60;greedy;6329;59;1582;9;5540;10000;100;0.5;30
0;A6109.txt;genetic;61;greedy;4470;60;1183;10;5721;10000;100;0.5;30
0;A6208.txt;genetic;62;greedy;7106;61;1498;8;5644;10000;100;0.5;30
0;A6310.txt;genetic;63;greedy;5761;62;1561;10;7303;10000;100;0.5;30
0;A6409.txt;genetic;64;greedy;7632;63;1637;9;7108;10000;100;0.5;30
0;A6509.txt;genetic;65;greedy;5722;64;1453;9;6360;10000;100;0.5;30
0;A6909.txt;genetic;69;greedy;5513;68;1416;9;6767;10000;100;0.5;30
0;A8010.txt;genetic;80;greedy;11153;79;2012;10;7520;10000;100;0.5;30
1;A3205.txt;genetic;32;greedy;3740;31;941;5;4030;10000;100;0.5;30
1;A3305.txt;genetic;33;greedy;2618;32;707;5;4156;10000;100;0.5;30
1;A3306.txt;genetic;33;greedy;2544;32;775;6;4631;10000;100;0.5;30
1;A3405.txt;genetic;34;greedy;3155;33;937;5;3885;10000;100;0.5;30
1;A3605.txt;genetic;36;greedy;3896;35;845;5;3796;10000;100;0.5;30
1;A3705.txt;genetic;37;greedy;2755;36;676;5;3964;10000;100;0.5;30
1;A3706.txt;genetic;37;greedy;3812;36;1072;6;4460;10000;100;0.5;30
1;A3805.txt;genetic;38;greedy;3075;37;783;6;4089;10000;100;0.5;30
1;A3905.txt;genetic;39;greedy;3618;38;895;5;4272;10000;100;0.5;30
1;A3906.txt;genetic;39;greedy;3489;38;863;6;4224;10000;100;0.5;30
1;A4406.txt;genetic;44;greedy;4168;43;1078;6;4262;10000;100;0.5;30
1;A4506.txt;genetic;45;greedy;4284;44;1040;7;4455;10000;100;0.5;30
1;A4507.txt;genetic;45;greedy;5114;44;1313;7;4673;10000;100;0.5;30
1;A4607.txt;genetic;46;greedy;4039;45;1040;7;4525;10000;100;0.5;30
1;A5307.txt;genetic;53;greedy;5026;52;1146;7;4981;10000;100;0.5;30
1;A5407.txt;genetic;54;greedy;5774;53;1326;7;5088;10000;100;0.5;30
1;A5509.txt;genetic;55;greedy;4377;54;1237;9;5484;10000;100;0.5;30
1;A6009.txt;genetic;60;greedy;6329;59;1569;9;5662;10000;100;0.5;30
1;A6109.txt;genetic;61;greedy;4470;60;1208;10;6074;10000;100;0.5;30
1;A6208.txt;genetic;62;greedy;7106;61;1528;8;5416;10000;100;0.5;30
1;A6310.txt;genetic;63;greedy;5761;62;1528;10;5916;10000;100;0.5;30
1;A6409.txt;genetic;64;greedy;7632;63;1679;9;6188;10000;100;0.5;30
1;A6509.txt;genetic;65;greedy;5722;64;1266;10;5985;10000;100;0.5;30
1;A6909.txt;genetic;69;greedy;5513;68;1312;9;6321;10000;100;0.5;30
