i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;filltruck;2080;5;1057;5;1070;1000;100;0.5;10
0;A3305.txt;genetic;33;filltruck;1886;5;750;5;631;1000;100;0.5;10
0;A3306.txt;genetic;33;filltruck;1593;7;914;6;657;1000;100;0.5;10
0;A3405.txt;genetic;34;filltruck;2073;6;870;5;580;1000;100;0.5;10
0;A3605.txt;genetic;36;filltruck;1991;5;952;5;543;1000;100;0.5;10
0;A3705.txt;genetic;37;filltruck;1593;5;797;5;504;1000;100;0.5;10
0;A3706.txt;genetic;37;filltruck;2050;7;1143;6;531;1000;100;0.5;10
0;A3805.txt;genetic;38;filltruck;2251;6;828;6;514;1000;100;0.5;10
0;A3905.txt;genetic;39;filltruck;2377;6;1063;5;527;1000;100;0.5;10
0;A3906.txt;genetic;39;filltruck;2385;6;960;6;547;1000;100;0.5;10
0;A4406.txt;genetic;44;filltruck;2603;7;1137;7;576;1000;100;0.5;10
0;A4506.txt;genetic;45;filltruck;2815;7;1262;7;577;1000;100;0.5;10
0;A4507.txt;genetic;45;filltruck;2775;7;1317;7;600;1000;100;0.5;10
0;A4607.txt;genetic;46;filltruck;2693;7;1165;7;602;1000;100;0.5;10
0;A5307.txt;genetic;53;filltruck;3300;8;1407;8;664;1000;100;0.5;10
0;A5407.txt;genetic;54;filltruck;3491;8;1627;7;665;1000;100;0.5;10
0;A5509.txt;genetic;55;filltruck;2950;9;1446;9;707;1000;100;0.5;10
0;A6009.txt;genetic;60;filltruck;3770;10;1705;9;727;1000;100;0.5;10
0;A6109.txt;genetic;61;filltruck;3236;11;1423;10;756;1000;100;0.5;10
0;A6208.txt;genetic;62;filltruck;3474;8;1720;8;724;1000;100;0.5;10
0;A6310.txt;genetic;63;filltruck;3706;11;1769;10;829;1000;100;0.5;10
0;A6409.txt;genetic;64;filltruck;3734;10;1965;10;854;1000;100;0.5;10
0;A6509.txt;genetic;65;filltruck;3673;10;1764;10;790;1000;100;0.5;10
0;A6909.txt;genetic;69;filltruck;4196;10;1655;10;802;1000;100;0.5;10
0;A8010.txt;genetic;80;filltruck;5166;11;2557;10;888;1000;100;0.5;10
1;A3205.txt;genetic;32;filltruck;2080;5;978;5;465;1000;100;0.5;10
1;A3305.txt;genetic;33;filltruck;1886;5;830;5;494;1000;100;0.5;10
1;A3306.txt;genetic;33;filltruck;1593;7;808;6;503;1000;100;0.5;10
1;A3405.txt;genetic;34;filltruck;2073;6;923;6;514;1000;100;0.5;10
