i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;filltruck;2080;5;875;5;863;1000;125;0.7;20
0;A3305.txt;genetic;33;filltruck;1886;5;739;5;827;1000;125;0.7;20
0;A3306.txt;genetic;33;filltruck;1593;7;808;6;627;1000;125;0.7;20
0;A3405.txt;genetic;34;filltruck;2073;6;822;5;639;1000;125;0.7;20
0;A3605.txt;genetic;36;filltruck;1991;5;879;5;605;1000;125;0.7;20
0;A3705.txt;genetic;37;filltruck;1593;5;839;5;618;1000;125;0.7;20
0;A3706.txt;genetic;37;filltruck;2050;7;1189;6;673;1000;125;0.7;20
0;A3805.txt;genetic;38;filltruck;2251;6;786;5;630;1000;125;0.7;20
0;A3905.txt;genetic;39;filltruck;2377;6;954;5;629;1000;125;0.7;20
0;A3906.txt;genetic;39;filltruck;2385;6;965;6;637;1000;125;0.7;20
0;A4406.txt;genetic;44;filltruck;2603;7;1254;6;672;1000;125;0.7;20
0;A4506.txt;genetic;45;filltruck;2815;7;1146;7;682;1000;125;0.7;20
0;A4507.txt;genetic;45;filltruck;2775;7;1420;7;686;1000;125;0.7;20
0;A4607.txt;genetic;46;filltruck;2693;7;1127;7;689;1000;125;0.7;20
0;A5307.txt;genetic;53;filltruck;3300;8;1386;8;753;1000;125;0.7;20
0;A5407.txt;genetic;54;filltruck;3491;8;1583;7;771;1000;125;0.7;20
0;A5509.txt;genetic;55;filltruck;2950;9;1512;9;825;1000;125;0.7;20
0;A6009.txt;genetic;60;filltruck;3770;10;1876;9;910;1000;125;0.7;20
0;A6109.txt;genetic;61;filltruck;3236;11;1417;10;861;1000;125;0.7;20
0;A6208.txt;genetic;62;filltruck;3474;8;1770;9;834;1000;125;0.7;20
0;A6310.txt;genetic;63;filltruck;3706;11;1741;11;907;1000;125;0.7;20
0;A6409.txt;genetic;64;filltruck;3734;10;1865;9;891;1000;125;0.7;20
0;A6509.txt;genetic;65;filltruck;3673;10;1642;10;914;1000;125;0.7;20
0;A6909.txt;genetic;69;filltruck;4196;10;1799;10;924;1000;125;0.7;20
0;A8010.txt;genetic;80;filltruck;5166;11;2503;10;995;1000;125;0.7;20
1;A3205.txt;genetic;32;filltruck;2080;5;855;5;583;1000;125;0.7;20
1;A3305.txt;genetic;33;filltruck;1886;5;716;5;598;1000;125;0.7;20
1;A3306.txt;genetic;33;filltruck;1593;7;860;6;617;1000;125;0.7;20
1;A3405.txt;genetic;34;filltruck;2073;6;872;5;602;1000;125;0.7;20
1;A3605.txt;genetic;36;filltruck;1991;5;935;5;621;1000;125;0.7;20
1;A3705.txt;genetic;37;filltruck;1593;5;767;5;611;1000;125;0.7;20
1;A3706.txt;genetic;37;filltruck;2050;7;1121;6;649;1000;125;0.7;20
1;A3805.txt;genetic;38;filltruck;2251;6;845;6;633;1000;125;0.7;20
1;A3905.txt;genetic;39;filltruck;2377;6;998;5;636;1000;125;0.7;20
1;A3906.txt;genetic;39;filltruck;2385;6;984;6;649;1000;125;0.7;20
1;A4406.txt;genetic;44;filltruck;2603;7;1293;6;686;1000;125;0.7;20
1;A4506.txt;genetic;45;filltruck;2815;7;1063;7;693;1000;125;0.7;20
1;A4507.txt;genetic;45;filltruck;2775;7;1365;7;706;1000;125;0.7;20
1;A4607.txt;genetic;46;filltruck;2693;7;1045;7;705;1000;125;0.7;20
1;A5307.txt;genetic;53;filltruck;3300;8;1329;8;764;1000;125;0.7;20
1;A5407.txt;genetic;54;filltruck;3491;8;1545;7;773;1000;125;0.7;20
1;A5509.txt;genetic;55;filltruck;2950;9;1330;9;819;1000;125;0.7;20
1;A6009.txt;genetic;60;filltruck;3770;10;1723;9;842;1000;125;0.7;20
1;A6109.txt;genetic;61;filltruck;3236;11;1330;10;894;1000;125;0.7;20
1;A6208.txt;genetic;62;filltruck;3474;8;1764;9;838;1000;125;0.7;20
1;A6310.txt;genetic;63;filltruck;3706;11;1662;10;887;1000;125;0.7;20
1;A6409.txt;genetic;64;filltruck;3734;10;1892;9;858;1000;125;0.7;20
1;A6509.txt;genetic;65;filltruck;3673;10;1701;10;867;1000;125;0.7;20
1;A6909.txt;genetic;69;filltruck;4196;10;1824;10;897;1000;125;0.7;20
1;A8010.txt;genetic;80;filltruck;5166;11;2365;10;984;1000;125;0.7;20
2;A3205.txt;genetic;32;filltruck;2080;5;877;5;584;1000;125;0.7;20
2;A3305.txt;genetic;33;filltruck;1886;5;804;5;593;1000;125;0.7;20
2;A3306.txt;genetic;33;filltruck;1593;7;853;6;623;1000;125;0.7;20
2;A3405.txt;genetic;34;filltruck;2073;6;884;5;605;1000;125;0.7;20
2;A3605.txt;genetic;36;filltruck;1991;5;1033;5;618;1000;125;0.7;20
2;A3705.txt;genetic;37;filltruck;1593;5;731;5;614;1000;125;0.7;20
2;A3706.txt;genetic;37;filltruck;2050;7;1067;6;650;1000;125;0.7;20
2;A3805.txt;genetic;38;filltruck;2251;6;819;6;706;1000;125;0.7;20
2;A3905.txt;genetic;39;filltruck;2377;6;958;6;640;1000;125;0.7;20
2;A3906.txt;genetic;39;filltruck;2385;6;999;6;668;1000;125;0.7;20
2;A4406.txt;genetic;44;filltruck;2603;7;1110;6;687;1000;125;0.7;20
2;A4506.txt;genetic;45;filltruck;2815;7;1236;7;698;1000;125;0.7;20
2;A4507.txt;genetic;45;filltruck;2775;7;1318;7;701;1000;125;0.7;20
2;A4607.txt;genetic;46;filltruck;2693;7;1139;7;707;1000;125;0.7;20
2;A5307.txt;genetic;53;filltruck;3300;8;1238;8;765;1000;125;0.7;20
2;A5407.txt;genetic;54;filltruck;3491;8;1504;7;764;1000;125;0.7;20
2;A5509.txt;genetic;55;filltruck;2950;9;1386;10;815;1000;125;0.7;20
2;A6009.txt;genetic;60;filltruck;3770;10;1622;9;836;1000;125;0.7;20
2;A6109.txt;genetic;61;filltruck;3236;11;1507;10;878;1000;125;0.7;20
2;A6208.txt;genetic;62;filltruck;3474;8;1825;8;826;1000;125;0.7;20
2;A6310.txt;genetic;63;filltruck;3706;11;1601;10;885;1000;125;0.7;20
2;A6409.txt;genetic;64;filltruck;3734;10;1861;9;874;1000;125;0.7;20
2;A6509.txt;genetic;65;filltruck;3673;10;1698;10;882;1000;125;0.7;20
2;A6909.txt;genetic;69;filltruck;4196;10;1755;10;926;1000;125;0.7;20
2;A8010.txt;genetic;80;filltruck;5166;11;2541;10;986;1000;125;0.7;20
3;A3205.txt;genetic;32;filltruck;2080;5;865;5;581;1000;125;0.7;20
3;A3305.txt;genetic;33;filltruck;1886;5;757;5;603;1000;125;0.7;20
3;A3306.txt;genetic;33;filltruck;1593;7;791;6;647;1000;125;0.7;20
3;A3405.txt;genetic;34;filltruck;2073;6;918;5;622;1000;125;0.7;20
3;A3605.txt;genetic;36;filltruck;1991;5;902;5;649;1000;125;0.7;20
3;A3705.txt;genetic;37;filltruck;1593;5;836;5;634;1000;125;0.7;20
3;A3706.txt;genetic;37;filltruck;2050;7;1154;6;678;1000;125;0.7;20
3;A3805.txt;genetic;38;filltruck;2251;6;881;6;643;1000;125;0.7;20
3;A3905.txt;genetic;39;filltruck;2377;6;1068;6;644;1000;125;0.7;20
3;A3906.txt;genetic;39;filltruck;2385;6;1097;6;654;1000;125;0.7;20
3;A4406.txt;genetic;44;filltruck;2603;7;1305;6;685;1000;125;0.7;20
3;A4506.txt;genetic;45;filltruck;2815;7;1276;7;695;1000;125;0.7;20
3;A4507.txt;genetic;45;filltruck;2775;7;1350;7;702;1000;125;0.7;20
3;A4607.txt;genetic;46;filltruck;2693;7;1202;7;705;1000;125;0.7;20
3;A5307.txt;genetic;53;filltruck;3300;8;1372;8;769;1000;125;0.7;20
3;A5407.txt;genetic;54;filltruck;3491;8;1555;8;767;1000;125;0.7;20
3;A5509.txt;genetic;55;filltruck;2950;9;1320;10;823;1000;125;0.7;20
3;A6009.txt;genetic;60;filltruck;3770;10;1770;9;832;1000;125;0.7;20
3;A6109.txt;genetic;61;filltruck;3236;11;1438;10;854;1000;125;0.7;20
3;A6208.txt;genetic;62;filltruck;3474;8;1663;9;828;1000;125;0.7;20
3;A6310.txt;genetic;63;filltruck;3706;11;1646;10;886;1000;125;0.7;20
3;A6409.txt;genetic;64;filltruck;3734;10;1951;9;863;1000;125;0.7;20
3;A6509.txt;genetic;65;filltruck;3673;10;1661;10;874;1000;125;0.7;20
3;A6909.txt;genetic;69;filltruck;4196;10;1834;9;891;1000;125;0.7;20
3;A8010.txt;genetic;80;filltruck;5166;11;2542;10;983;1000;125;0.7;20
4;A3205.txt;genetic;32;filltruck;2080;5;894;5;581;1000;125;0.7;20
4;A3305.txt;genetic;33;filltruck;1886;5;759;5;599;1000;125;0.7;20
4;A3306.txt;genetic;33;filltruck;1593;7;807;6;622;1000;125;0.7;20
4;A3405.txt;genetic;34;filltruck;2073;6;866;5;607;1000;125;0.7;20
4;A3605.txt;genetic;36;filltruck;1991;5;937;5;616;1000;125;0.7;20
4;A3705.txt;genetic;37;filltruck;1593;5;821;5;616;1000;125;0.7;20
4;A3706.txt;genetic;37;filltruck;2050;7;1109;6;650;1000;125;0.7;20
4;A3805.txt;genetic;38;filltruck;2251;6;891;6;631;1000;125;0.7;20
4;A3905.txt;genetic;39;filltruck;2377;6;980;5;642;1000;125;0.7;20
4;A3906.txt;genetic;39;filltruck;2385;6;958;6;658;1000;125;0.7;20
4;A4406.txt;genetic;44;filltruck;2603;7;1158;6;687;1000;125;0.7;20
4;A4506.txt;genetic;45;filltruck;2815;7;1146;7;694;1000;125;0.7;20
4;A4507.txt;genetic;45;filltruck;2775;7;1263;7;702;1000;125;0.7;20
4;A4607.txt;genetic;46;filltruck;2693;7;1108;7;699;1000;125;0.7;20
4;A5307.txt;genetic;53;filltruck;3300;8;1413;8;764;1000;125;0.7;20
4;A5407.txt;genetic;54;filltruck;3491;8;1506;7;766;1000;125;0.7;20
4;A5509.txt;genetic;55;filltruck;2950;9;1441;9;814;1000;125;0.7;20
4;A6009.txt;genetic;60;filltruck;3770;10;1745;9;839;1000;125;0.7;20
4;A6109.txt;genetic;61;filltruck;3236;11;1472;11;875;1000;125;0.7;20
4;A6208.txt;genetic;62;filltruck;3474;8;1705;9;817;1000;125;0.7;20
4;A6310.txt;genetic;63;filltruck;3706;11;1695;10;883;1000;125;0.7;20
4;A6409.txt;genetic;64;filltruck;3734;10;1868;9;856;1000;125;0.7;20
4;A6509.txt;genetic;65;filltruck;3673;10;1696;10;869;1000;125;0.7;20
4;A6909.txt;genetic;69;filltruck;4196;10;1850;10;891;1000;125;0.7;20
4;A8010.txt;genetic;80;filltruck;5166;11;2492;10;976;1000;125;0.7;20
5;A3205.txt;genetic;32;filltruck;2080;5;977;5;583;1000;125;0.7;20
5;A3305.txt;genetic;33;filltruck;1886;5;777;5;597;1000;125;0.7;20
5;A3306.txt;genetic;33;filltruck;1593;7;766;6;617;1000;125;0.7;20
5;A3405.txt;genetic;34;filltruck;2073;6;863;5;605;1000;125;0.7;20
5;A3605.txt;genetic;36;filltruck;1991;5;919;5;610;1000;125;0.7;20
5;A3705.txt;genetic;37;filltruck;1593;5;733;5;609;1000;125;0.7;20
5;A3706.txt;genetic;37;filltruck;2050;7;1062;7;648;1000;125;0.7;20
5;A3805.txt;genetic;38;filltruck;2251;6;935;5;629;1000;125;0.7;20
5;A3905.txt;genetic;39;filltruck;2377;6;977;6;633;1000;125;0.7;20
5;A3906.txt;genetic;39;filltruck;2385;6;1081;6;644;1000;125;0.7;20
5;A4406.txt;genetic;44;filltruck;2603;7;1246;6;685;1000;125;0.7;20
5;A4506.txt;genetic;45;filltruck;2815;7;1104;7;695;1000;125;0.7;20
5;A4507.txt;genetic;45;filltruck;2775;7;1373;7;702;1000;125;0.7;20
5;A4607.txt;genetic;46;filltruck;2693;7;1167;7;700;1000;125;0.7;20
5;A5307.txt;genetic;53;filltruck;3300;8;1282;8;755;1000;125;0.7;20
5;A5407.txt;genetic;54;filltruck;3491;8;1558;8;766;1000;125;0.7;20
5;A5509.txt;genetic;55;filltruck;2950;9;1339;9;812;1000;125;0.7;20
5;A6009.txt;genetic;60;filltruck;3770;10;1724;9;838;1000;125;0.7;20
5;A6109.txt;genetic;61;filltruck;3236;11;1418;10;854;1000;125;0.7;20
5;A6208.txt;genetic;62;filltruck;3474;8;1810;8;825;1000;125;0.7;20
5;A6310.txt;genetic;63;filltruck;3706;11;1779;11;886;1000;125;0.7;20
5;A6409.txt;genetic;64;filltruck;3734;10;1896;9;860;1000;125;0.7;20
5;A6509.txt;genetic;65;filltruck;3673;10;1633;10;898;1000;125;0.7;20
5;A6909.txt;genetic;69;filltruck;4196;10;1714;9;894;1000;125;0.7;20
5;A8010.txt;genetic;80;filltruck;5166;11;2429;11;990;1000;125;0.7;20
6;A3205.txt;genetic;32;filltruck;2080;5;937;5;578;1000;125;0.7;20
6;A3305.txt;genetic;33;filltruck;1886;5;758;5;593;1000;125;0.7;20
6;A3306.txt;genetic;33;filltruck;1593;7;781;6;618;1000;125;0.7;20
6;A3405.txt;genetic;34;filltruck;2073;6;837;5;605;1000;125;0.7;20
6;A3605.txt;genetic;36;filltruck;1991;5;937;5;611;1000;125;0.7;20
6;A3705.txt;genetic;37;filltruck;1593;5;761;5;608;1000;125;0.7;20
6;A3706.txt;genetic;37;filltruck;2050;7;1192;6;642;1000;125;0.7;20
6;A3805.txt;genetic;38;filltruck;2251;6;909;5;628;1000;125;0.7;20
6;A3905.txt;genetic;39;filltruck;2377;6;972;5;641;1000;125;0.7;20
6;A3906.txt;genetic;39;filltruck;2385;6;1027;6;642;1000;125;0.7;20
6;A4406.txt;genetic;44;filltruck;2603;7;1150;6;677;1000;125;0.7;20
6;A4506.txt;genetic;45;filltruck;2815;7;1263;7;700;1000;125;0.7;20
6;A4507.txt;genetic;45;filltruck;2775;7;1366;7;697;1000;125;0.7;20
6;A4607.txt;genetic;46;filltruck;2693;7;1119;7;697;1000;125;0.7;20
6;A5307.txt;genetic;53;filltruck;3300;8;1339;7;764;1000;125;0.7;20
6;A5407.txt;genetic;54;filltruck;3491;8;1605;8;764;1000;125;0.7;20
6;A5509.txt;genetic;55;filltruck;2950;9;1425;9;807;1000;125;0.7;20
6;A6009.txt;genetic;60;filltruck;3770;10;1843;9;826;1000;125;0.7;20
