i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;filltruck;2080;5;979;5;697;1000;100;0.5;50
0;A3305.txt;genetic;33;filltruck;1886;5;772;6;466;1000;100;0.5;50
0;A3306.txt;genetic;33;filltruck;1593;7;849;6;406;1000;100;0.5;50
0;A3405.txt;genetic;34;filltruck;2073;6;929;6;355;1000;100;0.5;50
0;A3605.txt;genetic;36;filltruck;1991;5;930;5;331;1000;100;0.5;50
0;A3705.txt;genetic;37;filltruck;1593;5;808;5;457;1000;100;0.5;50
0;A3706.txt;genetic;37;filltruck;2050;7;1159;7;356;1000;100;0.5;50
0;A3805.txt;genetic;38;filltruck;2251;6;893;6;347;1000;100;0.5;50
0;A3905.txt;genetic;39;filltruck;2377;6;958;6;353;1000;100;0.5;50
0;A3906.txt;genetic;39;filltruck;2385;6;992;6;485;1000;100;0.5;50
0;A4406.txt;genetic;44;filltruck;2603;7;1294;7;433;1000;100;0.5;50
0;A4506.txt;genetic;45;filltruck;2815;7;1269;7;377;1000;100;0.5;50
0;A4507.txt;genetic;45;filltruck;2775;7;1414;7;391;1000;100;0.5;50
0;A4607.txt;genetic;46;filltruck;2693;7;1247;7;385;1000;100;0.5;50
0;A5307.txt;genetic;53;filltruck;3300;8;1479;7;432;1000;100;0.5;50
0;A5407.txt;genetic;54;filltruck;3491;8;1646;8;432;1000;100;0.5;50
0;A5509.txt;genetic;55;filltruck;2950;9;1407;9;450;1000;100;0.5;50
0;A6009.txt;genetic;60;filltruck;3770;10;1810;9;478;1000;100;0.5;50
0;A6109.txt;genetic;61;filltruck;3236;11;1515;10;487;1000;100;0.5;50
0;A6208.txt;genetic;62;filltruck;3474;8;1926;8;472;1000;100;0.5;50
0;A6310.txt;genetic;63;filltruck;3706;11;1873;10;500;1000;100;0.5;50
0;A6409.txt;genetic;64;filltruck;3734;10;1944;9;492;1000;100;0.5;50
0;A6509.txt;genetic;65;filltruck;3673;10;1957;10;495;1000;100;0.5;50
0;A6909.txt;genetic;69;filltruck;4196;10;1967;9;508;1000;100;0.5;50
0;A8010.txt;genetic;80;filltruck;5166;11;2811;10;575;1000;100;0.5;50
1;A3205.txt;genetic;32;filltruck;2080;5;907;5;313;1000;100;0.5;50
1;A3305.txt;genetic;33;filltruck;1886;5;827;5;312;1000;100;0.5;50
1;A3306.txt;genetic;33;filltruck;1593;7;901;6;326;1000;100;0.5;50
1;A3405.txt;genetic;34;filltruck;2073;6;910;5;329;1000;100;0.5;50
1;A3605.txt;genetic;36;filltruck;1991;5;1047;5;325;1000;100;0.5;50
1;A3705.txt;genetic;37;filltruck;1593;5;804;5;329;1000;100;0.5;50
1;A3706.txt;genetic;37;filltruck;2050;7;1111;6;348;1000;100;0.5;50
1;A3805.txt;genetic;38;filltruck;2251;6;952;6;342;1000;100;0.5;50
1;A3905.txt;genetic;39;filltruck;2377;6;1053;6;346;1000;100;0.5;50
1;A3906.txt;genetic;39;filltruck;2385;6;990;6;364;1000;100;0.5;50
1;A4406.txt;genetic;44;filltruck;2603;7;1219;6;367;1000;100;0.5;50
1;A4506.txt;genetic;45;filltruck;2815;7;1315;7;384;1000;100;0.5;50
1;A4507.txt;genetic;45;filltruck;2775;7;1410;7;389;1000;100;0.5;50
1;A4607.txt;genetic;46;filltruck;2693;7;1163;7;387;1000;100;0.5;50
1;A5307.txt;genetic;53;filltruck;3300;8;1357;8;431;1000;100;0.5;50
1;A5407.txt;genetic;54;filltruck;3491;8;1510;7;430;1000;100;0.5;50
1;A5509.txt;genetic;55;filltruck;2950;9;1598;10;469;1000;100;0.5;50
1;A6009.txt;genetic;60;filltruck;3770;10;1798;10;482;1000;100;0.5;50
1;A6109.txt;genetic;61;filltruck;3236;11;1576;10;487;1000;100;0.5;50
1;A6208.txt;genetic;62;filltruck;3474;8;2017;9;469;1000;100;0.5;50
1;A6310.txt;genetic;63;filltruck;3706;11;1923;11;513;1000;100;0.5;50
1;A6409.txt;genetic;64;filltruck;3734;10;1855;9;501;1000;100;0.5;50
1;A6509.txt;genetic;65;filltruck;3673;10;1803;10;499;1000;100;0.5;50
1;A6909.txt;genetic;69;filltruck;4196;10;1857;9;516;1000;100;0.5;50
1;A8010.txt;genetic;80;filltruck;5166;11;2668;10;575;1000;100;0.5;50
2;A3205.txt;genetic;32;filltruck;2080;5;886;5;322;1000;100;0.5;50
2;A3305.txt;genetic;33;filltruck;1886;5;769;5;314;1000;100;0.5;50
2;A3306.txt;genetic;33;filltruck;1593;7;874;6;341;1000;100;0.5;50
2;A3405.txt;genetic;34;filltruck;2073;6;908;6;328;1000;100;0.5;50
2;A3605.txt;genetic;36;filltruck;1991;5;943;5;333;1000;100;0.5;50
2;A3705.txt;genetic;37;filltruck;1593;5;857;5;332;1000;100;0.5;50
2;A3706.txt;genetic;37;filltruck;2050;7;1161;7;359;1000;100;0.5;50
2;A3805.txt;genetic;38;filltruck;2251;6;870;5;341;1000;100;0.5;50
2;A3905.txt;genetic;39;filltruck;2377;6;1089;5;356;1000;100;0.5;50
2;A3906.txt;genetic;39;filltruck;2385;6;1083;6;359;1000;100;0.5;50
2;A4406.txt;genetic;44;filltruck;2603;7;1226;6;366;1000;100;0.5;50
2;A4506.txt;genetic;45;filltruck;2815;7;1399;7;405;1000;100;0.5;50
2;A4507.txt;genetic;45;filltruck;2775;7;1305;7;411;1000;100;0.5;50
2;A4607.txt;genetic;46;filltruck;2693;7;1213;7;417;1000;100;0.5;50
2;A5307.txt;genetic;53;filltruck;3300;8;1520;8;438;1000;100;0.5;50
2;A5407.txt;genetic;54;filltruck;3491;8;1589;7;437;1000;100;0.5;50
2;A5509.txt;genetic;55;filltruck;2950;9;1462;9;470;1000;100;0.5;50
2;A6009.txt;genetic;60;filltruck;3770;10;1862;9;480;1000;100;0.5;50
2;A6109.txt;genetic;61;filltruck;3236;11;1648;10;514;1000;100;0.5;50
2;A6208.txt;genetic;62;filltruck;3474;8;1926;8;471;1000;100;0.5;50
2;A6310.txt;genetic;63;filltruck;3706;11;1818;10;523;1000;100;0.5;50
2;A6409.txt;genetic;64;filltruck;3734;10;2005;10;495;1000;100;0.5;50
2;A6509.txt;genetic;65;filltruck;3673;10;1806;10;504;1000;100;0.5;50
2;A6909.txt;genetic;69;filltruck;4196;10;1889;10;513;1000;100;0.5;50
2;A8010.txt;genetic;80;filltruck;5166;11;2746;10;574;1000;100;0.5;50
3;A3205.txt;genetic;32;filltruck;2080;5;907;5;313;1000;100;0.5;50
3;A3305.txt;genetic;33;filltruck;1886;5;779;5;324;1000;100;0.5;50
3;A3306.txt;genetic;33;filltruck;1593;7;860;6;339;1000;100;0.5;50
3;A3405.txt;genetic;34;filltruck;2073;6;920;5;327;1000;100;0.5;50
3;A3605.txt;genetic;36;filltruck;1991;5;983;5;351;1000;100;0.5;50
3;A3705.txt;genetic;37;filltruck;1593;5;888;5;336;1000;100;0.5;50
3;A3706.txt;genetic;37;filltruck;2050;7;1094;6;354;1000;100;0.5;50
3;A3805.txt;genetic;38;filltruck;2251;6;919;5;350;1000;100;0.5;50
3;A3905.txt;genetic;39;filltruck;2377;6;1122;6;354;1000;100;0.5;50
3;A3906.txt;genetic;39;filltruck;2385;6;1018;6;367;1000;100;0.5;50
3;A4406.txt;genetic;44;filltruck;2603;7;1210;6;378;1000;100;0.5;50
3;A4506.txt;genetic;45;filltruck;2815;7;1304;7;381;1000;100;0.5;50
3;A4507.txt;genetic;45;filltruck;2775;7;1311;7;385;1000;100;0.5;50
3;A4607.txt;genetic;46;filltruck;2693;7;1282;7;391;1000;100;0.5;50
3;A5307.txt;genetic;53;filltruck;3300;8;1510;7;426;1000;100;0.5;50
3;A5407.txt;genetic;54;filltruck;3491;8;1576;7;439;1000;100;0.5;50
3;A5509.txt;genetic;55;filltruck;2950;9;1527;9;471;1000;100;0.5;50
3;A6009.txt;genetic;60;filltruck;3770;10;1844;9;481;1000;100;0.5;50
3;A6109.txt;genetic;61;filltruck;3236;11;1542;10;495;1000;100;0.5;50
3;A6208.txt;genetic;62;filltruck;3474;8;1864;8;477;1000;100;0.5;50
3;A6310.txt;genetic;63;filltruck;3706;11;1852;11;508;1000;100;0.5;50
3;A6409.txt;genetic;64;filltruck;3734;10;1911;9;495;1000;100;0.5;50
3;A6509.txt;genetic;65;filltruck;3673;10;1815;10;507;1000;100;0.5;50
3;A6909.txt;genetic;69;filltruck;4196;10;1936;10;522;1000;100;0.5;50
3;A8010.txt;genetic;80;filltruck;5166;11;2875;11;576;1000;100;0.5;50
4;A3205.txt;genetic;32;filltruck;2080;5;944;5;310;1000;100;0.5;50
4;A3305.txt;genetic;33;filltruck;1886;5;754;5;325;1000;100;0.5;50
4;A3306.txt;genetic;33;filltruck;1593;7;800;6;337;1000;100;0.5;50
4;A3405.txt;genetic;34;filltruck;2073;6;899;5;328;1000;100;0.5;50
4;A3605.txt;genetic;36;filltruck;1991;5;988;5;328;1000;100;0.5;50
4;A3705.txt;genetic;37;filltruck;1593;5;864;5;350;1000;100;0.5;50
4;A3706.txt;genetic;37;filltruck;2050;7;1110;6;353;1000;100;0.5;50
4;A3805.txt;genetic;38;filltruck;2251;6;985;5;349;1000;100;0.5;50
4;A3905.txt;genetic;39;filltruck;2377;6;989;5;353;1000;100;0.5;50
4;A3906.txt;genetic;39;filltruck;2385;6;1045;7;365;1000;100;0.5;50
4;A4406.txt;genetic;44;filltruck;2603;7;1237;7;396;1000;100;0.5;50
4;A4506.txt;genetic;45;filltruck;2815;7;1288;7;386;1000;100;0.5;50
4;A4507.txt;genetic;45;filltruck;2775;7;1409;7;384;1000;100;0.5;50
4;A4607.txt;genetic;46;filltruck;2693;7;1262;7;391;1000;100;0.5;50
4;A5307.txt;genetic;53;filltruck;3300;8;1493;8;454;1000;100;0.5;50
4;A5407.txt;genetic;54;filltruck;3491;8;1735;7;435;1000;100;0.5;50
4;A5509.txt;genetic;55;filltruck;2950;9;1542;9;470;1000;100;0.5;50
4;A6009.txt;genetic;60;filltruck;3770;10;1848;9;481;1000;100;0.5;50
