i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;filltruck;2080;5;900;5;560;1000;100;0.7;50
0;A3305.txt;genetic;33;filltruck;1886;5;714;5;404;1000;100;0.7;50
0;A3306.txt;genetic;33;filltruck;1593;7;840;6;403;1000;100;0.7;50
0;A3405.txt;genetic;34;filltruck;2073;6;878;6;334;1000;100;0.7;50
0;A3605.txt;genetic;36;filltruck;1991;5;896;5;332;1000;100;0.7;50
0;A3705.txt;genetic;37;filltruck;1593;5;783;5;360;1000;100;0.7;50
0;A3706.txt;genetic;37;filltruck;2050;7;1113;7;346;1000;100;0.7;50
0;A3805.txt;genetic;38;filltruck;2251;6;858;6;338;1000;100;0.7;50
0;A3905.txt;genetic;39;filltruck;2377;6;1051;7;340;1000;100;0.7;50
0;A3906.txt;genetic;39;filltruck;2385;6;936;6;355;1000;100;0.7;50
0;A4406.txt;genetic;44;filltruck;2603;7;1149;6;398;1000;100;0.7;50
0;A4506.txt;genetic;45;filltruck;2815;7;1205;7;391;1000;100;0.7;50
0;A4507.txt;genetic;45;filltruck;2775;7;1401;7;378;1000;100;0.7;50
0;A4607.txt;genetic;46;filltruck;2693;7;1193;7;374;1000;100;0.7;50
0;A5307.txt;genetic;53;filltruck;3300;8;1546;7;396;1000;100;0.7;50
0;A5407.txt;genetic;54;filltruck;3491;8;1561;7;401;1000;100;0.7;50
0;A5509.txt;genetic;55;filltruck;2950;9;1418;10;439;1000;100;0.7;50
0;A6009.txt;genetic;60;filltruck;3770;10;1845;9;447;1000;100;0.7;50
0;A6109.txt;genetic;61;filltruck;3236;11;1532;10;448;1000;100;0.7;50
0;A6208.txt;genetic;62;filltruck;3474;8;1764;9;441;1000;100;0.7;50
0;A6310.txt;genetic;63;filltruck;3706;11;1822;10;467;1000;100;0.7;50
0;A6409.txt;genetic;64;filltruck;3734;10;2028;10;448;1000;100;0.7;50
0;A6509.txt;genetic;65;filltruck;3673;10;1904;10;450;1000;100;0.7;50
0;A6909.txt;genetic;69;filltruck;4196;10;1767;9;464;1000;100;0.7;50
0;A8010.txt;genetic;80;filltruck;5166;11;2560;10;516;1000;100;0.7;50
1;A3205.txt;genetic;32;filltruck;2080;5;990;5;302;1000;100;0.7;50
1;A3305.txt;genetic;33;filltruck;1886;5;825;5;316;1000;100;0.7;50
1;A3306.txt;genetic;33;filltruck;1593;7;754;6;330;1000;100;0.7;50
