i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;greedy;3740;31;1005;5;761;1000;100;0.5;50
0;A3305.txt;genetic;33;greedy;2618;32;739;5;508;1000;100;0.5;50
0;A3306.txt;genetic;33;greedy;2544;32;804;6;443;1000;100;0.5;50
0;A3405.txt;genetic;34;greedy;3155;33;975;6;394;1000;100;0.5;50
0;A3605.txt;genetic;36;greedy;3896;35;895;5;366;1000;100;0.5;50
0;A3705.txt;genetic;37;greedy;2755;36;879;5;488;1000;100;0.5;50
0;A3706.txt;genetic;37;greedy;3812;36;1115;7;395;1000;100;0.5;50
0;A3805.txt;genetic;38;greedy;3075;37;932;5;382;1000;100;0.5;50
0;A3905.txt;genetic;39;greedy;3618;38;970;6;387;1000;100;0.5;50
0;A3906.txt;genetic;39;greedy;3489;38;1051;6;513;1000;100;0.5;50
0;A4406.txt;genetic;44;greedy;4168;43;1255;7;494;1000;100;0.5;50
0;A4506.txt;genetic;45;greedy;4284;44;1471;7;435;1000;100;0.5;50
0;A4507.txt;genetic;45;greedy;5114;44;1432;7;430;1000;100;0.5;50
0;A4607.txt;genetic;46;greedy;4039;45;1163;7;436;1000;100;0.5;50
0;A5307.txt;genetic;53;greedy;5026;52;1439;8;482;1000;100;0.5;50
0;A5407.txt;genetic;54;greedy;5774;53;1550;7;481;1000;100;0.5;50
0;A5509.txt;genetic;55;greedy;4377;54;1419;9;504;1000;100;0.5;50
0;A6009.txt;genetic;60;greedy;6329;59;1872;9;541;1000;100;0.5;50
0;A6109.txt;genetic;61;greedy;4470;60;1489;10;563;1000;100;0.5;50
0;A6208.txt;genetic;62;greedy;7106;61;1827;8;524;1000;100;0.5;50
0;A6310.txt;genetic;63;greedy;5761;62;1846;10;567;1000;100;0.5;50
0;A6409.txt;genetic;64;greedy;7632;63;2011;10;562;1000;100;0.5;50
0;A6509.txt;genetic;65;greedy;5722;64;1945;11;608;1000;100;0.5;50
0;A6909.txt;genetic;69;greedy;5513;68;1892;11;577;1000;100;0.5;50
0;A8010.txt;genetic;80;greedy;11153;79;2966;11;641;1000;100;0.5;50
1;A3205.txt;genetic;32;greedy;3740;31;891;5;340;1000;100;0.5;50
1;A3305.txt;genetic;33;greedy;2618;32;751;5;349;1000;100;0.5;50
1;A3306.txt;genetic;33;greedy;2544;32;792;6;355;1000;100;0.5;50
1;A3405.txt;genetic;34;greedy;3155;33;923;5;364;1000;100;0.5;50
1;A3605.txt;genetic;36;greedy;3896;35;951;5;355;1000;100;0.5;50
1;A3705.txt;genetic;37;greedy;2755;36;849;5;371;1000;100;0.5;50
1;A3706.txt;genetic;37;greedy;3812;36;1180;7;383;1000;100;0.5;50
1;A3805.txt;genetic;38;greedy;3075;37;946;6;382;1000;100;0.5;50
1;A3905.txt;genetic;39;greedy;3618;38;965;5;390;1000;100;0.5;50
1;A3906.txt;genetic;39;greedy;3489;38;1054;7;395;1000;100;0.5;50
1;A4406.txt;genetic;44;greedy;4168;43;1198;7;418;1000;100;0.5;50
1;A4506.txt;genetic;45;greedy;4284;44;1332;7;424;1000;100;0.5;50
1;A4507.txt;genetic;45;greedy;5114;44;1428;7;417;1000;100;0.5;50
1;A4607.txt;genetic;46;greedy;4039;45;1171;7;432;1000;100;0.5;50
1;A5307.txt;genetic;53;greedy;5026;52;1453;8;470;1000;100;0.5;50
1;A5407.txt;genetic;54;greedy;5774;53;1734;8;482;1000;100;0.5;50
1;A5509.txt;genetic;55;greedy;4377;54;1471;10;522;1000;100;0.5;50
1;A6009.txt;genetic;60;greedy;6329;59;1869;9;533;1000;100;0.5;50
1;A6109.txt;genetic;61;greedy;4470;60;1583;10;546;1000;100;0.5;50
1;A6208.txt;genetic;62;greedy;7106;61;1891;8;524;1000;100;0.5;50
1;A6310.txt;genetic;63;greedy;5761;62;1895;11;577;1000;100;0.5;50
1;A6409.txt;genetic;64;greedy;7632;63;1973;9;565;1000;100;0.5;50
1;A6509.txt;genetic;65;greedy;5722;64;1776;10;557;1000;100;0.5;50
1;A6909.txt;genetic;69;greedy;5513;68;1890;12;607;1000;100;0.5;50
1;A8010.txt;genetic;80;greedy;11153;79;2985;11;654;1000;100;0.5;50
2;A3205.txt;genetic;32;greedy;3740;31;921;5;334;1000;100;0.5;50
2;A3305.txt;genetic;33;greedy;2618;32;728;5;357;1000;100;0.5;50
2;A3306.txt;genetic;33;greedy;2544;32;821;6;353;1000;100;0.5;50
2;A3405.txt;genetic;34;greedy;3155;33;898;5;364;1000;100;0.5;50
2;A3605.txt;genetic;36;greedy;3896;35;995;5;360;1000;100;0.5;50
2;A3705.txt;genetic;37;greedy;2755;36;859;5;374;1000;100;0.5;50
2;A3706.txt;genetic;37;greedy;3812;36;1163;7;382;1000;100;0.5;50
2;A3805.txt;genetic;38;greedy;3075;37;1012;5;373;1000;100;0.5;50
2;A3905.txt;genetic;39;greedy;3618;38;1045;5;377;1000;100;0.5;50
2;A3906.txt;genetic;39;greedy;3489;38;1103;7;392;1000;100;0.5;50
2;A4406.txt;genetic;44;greedy;4168;43;1231;6;414;1000;100;0.5;50
2;A4506.txt;genetic;45;greedy;4284;44;1238;7;422;1000;100;0.5;50
2;A4507.txt;genetic;45;greedy;5114;44;1431;7;437;1000;100;0.5;50
2;A4607.txt;genetic;46;greedy;4039;45;1263;7;437;1000;100;0.5;50
2;A5307.txt;genetic;53;greedy;5026;52;1512;7;469;1000;100;0.5;50
2;A5407.txt;genetic;54;greedy;5774;53;1694;8;473;1000;100;0.5;50
2;A5509.txt;genetic;55;greedy;4377;54;1489;9;517;1000;100;0.5;50
2;A6009.txt;genetic;60;greedy;6329;59;1851;9;529;1000;100;0.5;50
2;A6109.txt;genetic;61;greedy;4470;60;1487;11;557;1000;100;0.5;50
2;A6208.txt;genetic;62;greedy;7106;61;1942;8;540;1000;100;0.5;50
2;A6310.txt;genetic;63;greedy;5761;62;1865;10;562;1000;100;0.5;50
2;A6409.txt;genetic;64;greedy;7632;63;2064;10;563;1000;100;0.5;50
2;A6509.txt;genetic;65;greedy;5722;64;1961;11;580;1000;100;0.5;50
2;A6909.txt;genetic;69;greedy;5513;68;1932;10;584;1000;100;0.5;50
2;A8010.txt;genetic;80;greedy;11153;79;2603;11;649;1000;100;0.5;50
3;A3205.txt;genetic;32;greedy;3740;31;844;5;336;1000;100;0.5;50
3;A3305.txt;genetic;33;greedy;2618;32;756;5;342;1000;100;0.5;50
3;A3306.txt;genetic;33;greedy;2544;32;802;6;364;1000;100;0.5;50
3;A3405.txt;genetic;34;greedy;3155;33;935;5;343;1000;100;0.5;50
3;A3605.txt;genetic;36;greedy;3896;35;1073;5;359;1000;100;0.5;50
3;A3705.txt;genetic;37;greedy;2755;36;902;5;364;1000;100;0.5;50
3;A3706.txt;genetic;37;greedy;3812;36;1037;6;384;1000;100;0.5;50
3;A3805.txt;genetic;38;greedy;3075;37;955;6;377;1000;100;0.5;50
3;A3905.txt;genetic;39;greedy;3618;38;1083;5;380;1000;100;0.5;50
3;A3906.txt;genetic;39;greedy;3489;38;1057;6;381;1000;100;0.5;50
3;A4406.txt;genetic;44;greedy;4168;43;1240;7;413;1000;100;0.5;50
3;A4506.txt;genetic;45;greedy;4284;44;1222;7;411;1000;100;0.5;50
3;A4507.txt;genetic;45;greedy;5114;44;1380;7;420;1000;100;0.5;50
3;A4607.txt;genetic;46;greedy;4039;45;1205;7;426;1000;100;0.5;50
3;A5307.txt;genetic;53;greedy;5026;52;1527;7;467;1000;100;0.5;50
3;A5407.txt;genetic;54;greedy;5774;53;1526;8;491;1000;100;0.5;50
3;A5509.txt;genetic;55;greedy;4377;54;1512;10;511;1000;100;0.5;50
3;A6009.txt;genetic;60;greedy;6329;59;1886;9;524;1000;100;0.5;50
3;A6109.txt;genetic;61;greedy;4470;60;1588;10;554;1000;100;0.5;50
3;A6208.txt;genetic;62;greedy;7106;61;1881;8;518;1000;100;0.5;50
3;A6310.txt;genetic;63;greedy;5761;62;1878;11;569;1000;100;0.5;50
3;A6409.txt;genetic;64;greedy;7632;63;2009;10;543;1000;100;0.5;50
3;A6509.txt;genetic;65;greedy;5722;64;1849;11;583;1000;100;0.5;50
3;A6909.txt;genetic;69;greedy;5513;68;2014;12;601;1000;100;0.5;50
3;A8010.txt;genetic;80;greedy;11153;79;2926;13;674;1000;100;0.5;50
4;A3205.txt;genetic;32;greedy;3740;31;954;5;345;1000;100;0.5;50
4;A3305.txt;genetic;33;greedy;2618;32;753;5;337;1000;100;0.5;50
4;A3306.txt;genetic;33;greedy;2544;32;750;6;363;1000;100;0.5;50
