i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;filltruck;2080;5;1532;5;683;1000;100;0.01;50
0;A3305.txt;genetic;33;filltruck;1886;5;1231;6;531;1000;100;0.01;50
0;A3306.txt;genetic;33;filltruck;1593;7;1307;7;401;1000;100;0.01;50
0;A3405.txt;genetic;34;filltruck;2073;6;1406;6;415;1000;100;0.01;50
0;A3605.txt;genetic;36;filltruck;1991;5;1579;6;409;1000;100;0.01;50
0;A3705.txt;genetic;37;filltruck;1593;5;1359;5;400;1000;100;0.01;50
0;A3706.txt;genetic;37;filltruck;2050;7;1770;8;429;1000;100;0.01;50
0;A3805.txt;genetic;38;filltruck;2251;6;1541;6;424;1000;100;0.01;50
0;A3905.txt;genetic;39;filltruck;2377;6;1570;6;535;1000;100;0.01;50
0;A3906.txt;genetic;39;filltruck;2385;6;1781;6;485;1000;100;0.01;50
0;A4406.txt;genetic;44;filltruck;2603;7;1902;7;456;1000;100;0.01;50
0;A4506.txt;genetic;45;filltruck;2815;7;2131;7;447;1000;100;0.01;50
0;A4507.txt;genetic;45;filltruck;2775;7;2075;7;442;1000;100;0.01;50
0;A4607.txt;genetic;46;filltruck;2693;7;1953;7;451;1000;100;0.01;50
0;A5307.txt;genetic;53;filltruck;3300;8;2333;8;502;1000;100;0.01;50
0;A5407.txt;genetic;54;filltruck;3491;8;2569;8;500;1000;100;0.01;50
0;A5509.txt;genetic;55;filltruck;2950;9;2475;9;525;1000;100;0.01;50
0;A6009.txt;genetic;60;filltruck;3770;10;2978;10;574;1000;100;0.01;50
0;A6109.txt;genetic;61;filltruck;3236;11;2514;11;587;1000;100;0.01;50
0;A6208.txt;genetic;62;filltruck;3474;8;3024;9;585;1000;100;0.01;50
0;A6310.txt;genetic;63;filltruck;3706;11;2863;11;590;1000;100;0.01;50
0;A6409.txt;genetic;64;filltruck;3734;10;3038;10;591;1000;100;0.01;50
0;A6509.txt;genetic;65;filltruck;3673;10;3096;11;608;1000;100;0.01;50
0;A6909.txt;genetic;69;filltruck;4196;10;3181;10;610;1000;100;0.01;50
0;A8010.txt;genetic;80;filltruck;5166;11;4029;11;660;1000;100;0.01;50
1;A3205.txt;genetic;32;filltruck;2080;5;1372;5;374;1000;100;0.02;50
